Body 213 : 1903.424554	7590.281717	0.000000	|	0.427675	2.413882	0.000000
Body 214 : -3693.382689	7787.147302	0.000000	|	-1.271495	2.395314	0.000000
Body 215 : 2307.047227	2874.436227	0.000000	|	0.688576	0.711883	0.000000
Body 216 : 547336.548025	-387483.895553	0.000000	|	183.318275	-130.021325	0.000000
Body 217 : -20848.256786	3886.307097	0.000000	|	-7.022889	1.294318	0.000000
Body 218 : -227.871313	-3962.259421	0.000000	|	-0.249174	-1.590651	0.000000
Body 219 : -7919.626967	1956.166079	0.000000	|	-2.888624	0.431044	0.000000
Body 220 : 1352.990442	-930.930552	0.000000	|	0.237819	-0.455959	0.000000
Body 221 : 6633.540910	-3731.285654	0.000000	|	2.227839	-1.458916	0.000000
Body 222 : -937.903902	-955.519343	0.000000	|	-0.517752	-0.598227	0.000000
Body 223 : 5686.031377	820.115522	0.000000	|	2.071290	0.266511	0.000000
Body 224 : -2750.559031	1213.521042	0.000000	|	-1.357178	0.324313	0.000000
Body 225 : -640.590894	-1640.048688	0.000000	|	-0.435357	-0.808213	0.000000
Body 226 : -7095.739725	6027.655681	0.000000	|	-2.601956	1.845786	0.000000
Body 227 : -3664.584765	284.252700	0.000000	|	-1.286530	0.018170	0.000000
Body 228 : 279.313407	628.000507	0.000000	|	0.142396	-0.085434	0.000000
Body 229 : 8161.499935	13014.766079	0.000000	|	2.631871	4.455079	0.000000
Body 230 : -11736.190154	-1218.739609	0.000000	|	-4.169339	-0.414150	0.000000
Body 231 : 17894.081928	-58374.059765	0.000000	|	5.969368	-19.718583	0.000000
Body 232 : -9663.308134	-40407.925662	0.000000	|	-3.313505	-13.708402	0.000000
Body 233 : 192.589174	-1442.606791	0.000000	|	-0.142682	-0.705046	0.000000
Body 234 : -32451.848695	36562.613122	0.000000	|	-11.073016	12.161135	0.000000
Body 235 : -3120.678370	-1874.251702	0.000000	|	-1.232925	-0.807922	0.000000
Body 236 : 1021.464286	1676.241523	0.000000	|	0.106979	0.158018	0.000000
Body 237 : 1972.640024	-2093.727333	0.000000	|	0.469773	-0.705237	0.000000
Body 238 : 5550.583433	-1770.836501	0.000000	|	2.082917	-0.793835	0.000000
Body 239 : 1482.127623	-575.485920	0.000000	|	0.198669	-0.233993	0.000000
Body 240 : 14225.889634	1486.707458	0.000000	|	4.759812	0.337802	0.000000
Body 241 : 6965.737129	-12907.758133	0.000000	|	2.148932	-4.506733	0.000000
Body 242 : -1232.773496	-3703.830704	0.000000	|	-0.482145	-1.291432	0.000000
Body 243 : 1554.861983	26712.508462	0.000000	|	0.403270	9.505692	0.000000
Body 244 : -7273.989341	-18043.219071	0.000000	|	-2.754302	-6.370314	0.000000
